Date/Time,ZONE SURFACE NORTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE NORTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 01/01  11:00:00,0.0,0.0,83.91926025643756,16.200000000000004,1.0,357.2042066410488,9.600000000000002,1.0,793.7373053793676,0.0,0.0,83.91926025643756,48.0,1.0,387.31353899532987,6.0,1.0,793.7373053793676,3412.592706638612,2762.024208186727,650.5684984518852,12285333.743899,9943287.149472218,2342046.594426787,6.0,1.0,793.7373053793676,3412.592706638612,2762.024208186727,650.5684984518852,12285333.743899,9943287.149472218,2342046.594426787,23.921935975949137,0.0,357120.0558868632 
 01/01  12:00:00,0.0,0.0,85.35121578415792,16.200000000000004,1.0,184.04226536728127,9.600000000000002,1.0,951.8006129584787,0.0,0.0,85.35121578415792,48.0,1.0,477.27341316434549,6.0,1.0,951.8006129584787,4146.1918889649709,3622.9939448400148,523.1979441249555,14926290.800273894,13042778.201424053,1883512.59884984,6.0,1.0,951.8006129584787,4146.1918889649709,3622.9939448400148,523.1979441249555,14926290.800273894,13042778.201424053,1883512.59884984,26.99563274959904,0.0,9627336.098963514 
 01/01  13:00:00,0.0,0.0,70.6686357813885,0.0,0.0,70.6686357813885,9.600000000000002,1.0,926.3979173590676,16.200000000000004,1.0,204.65765628609533,48.0,1.0,456.3795957600951,6.0,1.0,926.3979173590676,4053.0334526055814,3670.853240112918,382.1802124926636,14590920.42938009,13215071.664406505,1375848.764973589,6.0,1.0,926.3979173590676,4053.0334526055814,3670.853240112918,382.1802124926636,14590920.42938009,13215071.664406505,1375848.764973589,26.999993441965047,0.0,16950058.403873628 
 01/01  14:00:00,0.0,0.0,49.90819747636143,0.0,0.0,49.90819747636143,9.600000000000002,1.0,831.1165547845192,16.200000000000004,1.0,391.23893443145007,48.0,1.0,378.6222976521789,6.0,1.0,831.1165547845192,3630.1881208661109,3385.81514356048,244.3729773056305,13068677.235117998,12188934.516817727,879742.7183002698,6.0,1.0,831.1165547845192,3630.1881208661109,3385.81514356048,244.3729773056305,13068677.235117998,12188934.516817727,879742.7183002698,26.99999992084389,0.0,18698868.27886637 
 01/01  15:00:00,0.0,0.0,27.82905689339292,0.0,0.0,27.82905689339292,9.600000000000002,1.0,643.0729778599909,16.200000000000004,1.0,489.2005116043913,48.0,1.0,246.3125574545871,6.0,1.0,643.0729778599909,2773.805101834825,2652.134583894543,121.67051794028207,9985698.366605372,9547684.502020356,438013.86458501548,6.0,1.0,643.0729778599909,2773.805101834825,2652.134583894543,121.67051794028207,9985698.366605372,9547684.502020356,438013.86458501548,26.999999999037187,0.0,16411642.15723003 
 01/01  16:00:00,0.0,0.0,12.540144485157799,0.0,0.0,12.540144485157799,9.600000000000002,1.0,390.81811274778456,16.200000000000004,1.0,433.6234424380048,48.0,1.0,103.15812776007532,6.0,1.0,390.81811274778456,1627.7534758690836,1563.7428784398454,64.01059742923825,5859912.513128702,5629474.362383444,230438.15074525769,6.0,1.0,390.81811274778456,1627.7534758690836,1563.7428784398454,64.01059742923825,5859912.513128702,5629474.362383444,230438.15074525769,26.999999999992839,0.0,11312120.242227048 
 01/01  17:00:00,0.0,0.0,4.365064676294259,0.0,0.0,4.365064676294259,4.800000000000001,0.5,58.40460647557919,8.100000000000002,0.5,84.55450249589438,24.0,0.5,10.185882741086554,3.0,0.5,58.40460647557919,228.7854516843134,168.41517677147037,60.37027491284303,823627.6260635281,606294.6363772933,217332.9896862349,3.0,0.5,58.40460647557919,228.7854516843134,168.41517677147037,60.37027491284303,823627.6260635281,606294.6363772933,217332.9896862349,26.999999999999987,0.0,3394653.0356864586 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.88845458161089,0.0,0.0 
 01/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.924188123123718,0.0,0.0 
 01/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4224958107379,321386.1627521807,0.0 
 01/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000256810666,2295883.1611131357,0.0 
 01/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0000000000011,3709347.023467168,0.0 
 01/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4659237.619021979,0.0 
 01/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5564253.623089189,0.0 
 01/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,6475707.2215869729,0.0 
 01/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7147699.875019427,0.0 
 01/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7750781.459654076,0.0 
 01/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8206270.595408897,0.0 
 01/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8559395.121066625,0.0 
 01/02  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8924921.722028368,0.0 
 01/02  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9241108.977790527,0.0 
 01/02  08:00:00,0.0,0.0,3.3726307274917048,12.150000000000003,0.75,3.829830057031921,7.200000000000001,0.75,3.6967097265164376,0.0,0.0,3.3726307274917048,36.0,0.75,6.608246470101442,4.5,0.75,3.6967097265164376,14.31753356509172,1.2924295692909349,13.025103995800786,51543.1208343302,4652.746449447366,46890.37438488283,4.5,0.75,3.6967097265164376,14.31753356509172,1.2924295692909349,13.025103995800786,51543.1208343302,4652.746449447366,46890.37438488283,19.999999999999998,9396710.357384215,0.0 
 01/02  09:00:00,0.0,0.0,14.785904403523654,16.200000000000004,1.0,16.92079151725587,9.600000000000002,1.0,16.80040770075611,0.0,0.0,14.785904403523654,48.0,1.0,29.08783526432979,6.0,1.0,16.80040770075611,65.5757643358827,8.472583439735188,57.10318089614751,236072.75160917769,30501.300383046677,205571.451226131,6.0,1.0,16.80040770075611,65.5757643358827,8.472583439735188,57.10318089614751,236072.75160917769,30501.300383046677,205571.451226131,20.0,9328842.889984824,0.0 
 01/02  10:00:00,0.0,0.0,25.435861081416264,16.200000000000004,1.0,27.57834168876662,9.600000000000002,1.0,28.480993463903159,0.0,0.0,25.435861081416264,48.0,1.0,49.94112909948026,6.0,1.0,28.480993463903159,111.48122279737132,13.247896181567495,98.23332661580382,401332.40207053677,47692.42625364298,353639.97581689376,6.0,1.0,28.480993463903159,111.48122279737132,13.247896181567495,98.23332661580382,401332.40207053677,47692.42625364298,353639.97581689376,20.0,9133068.029063685,0.0 
 01/02  11:00:00,0.0,0.0,33.41140331419004,16.200000000000004,1.0,34.753558686043607,9.600000000000002,1.0,36.79928720964243,0.0,0.0,33.41140331419004,48.0,1.0,65.31489918499227,6.0,1.0,36.79928720964243,143.99239607550246,14.957515599089945,129.0348804764125,518372.62587180887,53847.0561567238,464525.56971508506,6.0,1.0,36.79928720964243,143.99239607550246,14.957515599089945,129.0348804764125,518372.62587180887,53847.0561567238,464525.56971508506,20.0,8849968.42033353,0.0 
 01/02  12:00:00,0.0,0.0,37.556505001200509,16.200000000000004,1.0,37.968327883744979,9.600000000000002,1.0,41.09207633281337,0.0,0.0,37.556505001200509,48.0,1.0,73.24241099810065,6.0,1.0,41.09207633281337,160.7330290364883,15.689760773537906,145.0432682629504,578638.9045313579,56483.13878473646,522155.7657466214,6.0,1.0,41.09207633281337,160.7330290364883,15.689760773537906,145.0432682629504,578638.9045313579,56483.13878473646,522155.7657466214,20.000000000000005,8798752.133893095,0.0 
 01/02  13:00:00,0.0,0.0,36.95679200635735,0.0,0.0,36.95679200635735,9.600000000000002,1.0,40.4810170491341,16.200000000000004,1.0,37.503366661997898,48.0,1.0,72.10377341080339,6.0,1.0,40.4810170491341,158.36113901550605,15.633963072355714,142.72717594315032,570100.1004558217,56282.26706048056,513817.8333953412,6.0,1.0,40.4810170491341,158.36113901550605,15.633963072355714,142.72717594315032,570100.1004558217,56282.26706048056,513817.8333953412,20.0,9013525.261119945,0.0 
 01/02  14:00:00,0.0,0.0,31.751424147839715,0.0,0.0,31.751424147839715,9.600000000000002,1.0,35.106042407617369,16.200000000000004,1.0,33.2191481821407,48.0,1.0,62.14991580213761,6.0,1.0,35.106042407617369,137.41480415390903,14.790765248834504,122.62403890507452,494693.2949540725,53246.75489580421,441446.54005826826,6.0,1.0,35.106042407617369,137.41480415390903,14.790765248834504,122.62403890507452,494693.2949540725,53246.75489580421,441446.54005826826,20.0,9229704.58394181,0.0 
 01/02  15:00:00,0.0,0.0,22.991498656203679,0.0,0.0,22.991498656203679,9.600000000000002,1.0,25.892695240475847,16.200000000000004,1.0,25.162845795856314,48.0,1.0,45.21952162125167,6.0,1.0,25.892695240475847,101.37485617035698,12.58166023126688,88.7931959390901,364949.48221328519,45293.97683256077,319655.5053807243,6.0,1.0,25.892695240475847,101.37485617035698,12.58166023126688,88.7931959390901,364949.48221328519,45293.97683256077,319655.5053807243,20.0,9446667.451558534,0.0 
 01/02  16:00:00,0.0,0.0,11.90837822592866,0.0,0.0,11.90837822592866,9.600000000000002,1.0,13.669629741377113,16.200000000000004,1.0,13.874210787721602,48.0,1.0,23.474428876854608,6.0,1.0,13.669629741377113,53.343821815866608,7.353650538085659,45.99017127778095,192037.75853711979,26473.14193710837,165564.61660001143,6.0,1.0,13.669629741377113,53.343821815866608,7.353650538085659,45.99017127778095,192037.75853711979,26473.14193710837,165564.61660001143,20.0,9837215.942074277,0.0 
 01/02  17:00:00,0.0,0.0,1.5280669908331955,0.0,0.0,1.5280669908331955,4.800000000000001,0.5,1.8745601728074593,8.100000000000002,0.5,2.046755563473768,24.0,0.5,2.97198948942724,3.0,0.5,1.8745601728074593,7.260533702311858,1.3591371142083096,5.901396588103548,26137.921328322693,4892.893611149914,21245.027717172772,3.0,0.5,1.8745601728074593,7.260533702311858,1.3591371142083096,5.901396588103548,26137.921328322693,4892.893611149914,21245.027717172772,20.000000000000005,10440683.875087005,0.0 
 01/02  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10953531.753678777,0.0 
 01/02  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,11214751.946325463,0.0 
 01/02  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,11355496.69880952,0.0 
 01/02  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11459306.45287914,0.0 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11575464.402505465,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11730575.138860578,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11799006.430197262,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11865362.412260794,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11876150.772122229,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11784366.441821324,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11750808.829272403,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11876866.262878305,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12093340.679947073,0.0 
 01/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12273741.73735886,0.0 
 01/03  08:00:00,0.0,0.0,9.586076850131973,12.150000000000003,0.75,24.74830926824619,7.200000000000001,0.75,20.292317857601835,0.0,0.0,9.586076850131973,36.0,0.75,18.877538392859046,4.5,0.75,20.292317857601835,78.79651277610177,14.148000754127637,64.64851202197414,283667.44599396639,50932.802714859485,232734.6432791069,4.5,0.75,20.292317857601835,78.79651277610177,14.148000754127637,64.64851202197414,283667.44599396639,50932.802714859485,232734.6432791069,20.0,12106641.084037181,0.0 
