Date/Time,WALL_S:Surface Outside Face Sunlit Area [m2](Hourly),WALL_S:Surface Outside Face Sunlit Fraction [](Hourly),WALL_S:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_N:Surface Outside Face Sunlit Area [m2](Hourly),WALL_N:Surface Outside Face Sunlit Fraction [](Hourly),WALL_N:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_W:Surface Outside Face Sunlit Area [m2](Hourly),WALL_W:Surface Outside Face Sunlit Fraction [](Hourly),WALL_W:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WALL_E:Surface Outside Face Sunlit Area [m2](Hourly),WALL_E:Surface Outside Face Sunlit Fraction [](Hourly),WALL_E:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_S1:Surface Outside Face Sunlit Area [m2](Hourly),WINDOW_S1:Surface Outside Face Sunlit Fraction [](Hourly),WINDOW_S1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WINDOW_S2:Surface Outside Face Sunlit Area [m2](Hourly),WINDOW_S2:Surface Outside Face Sunlit Fraction [](Hourly),WINDOW_S2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE1:Zone Mean Air Temperature [C](Hourly),ZONE1:Zone Air System Sensible Heating Energy [J](Hourly),ZONE1:Zone Air System Sensible Cooling Energy [J](Hourly) 
 01/01  11:00:00,9.600000000000002,1.0,793.7373053793676,0.0,0.0,83.91926025643756,0.0,0.0,83.91926025643756,16.200000000000004,1.0,357.2042066410488,48.0,1.0,387.31353899532987,6.0,1.0,793.7373053793676,6.0,1.0,793.7373053793676,20.0,2811793.045988855,0.0 
 01/01  12:00:00,9.600000000000002,1.0,951.8006129584787,0.0,0.0,85.35121578415792,0.0,0.0,85.35121578415792,16.200000000000004,1.0,184.04226536728127,48.0,1.0,477.27341316434549,6.0,1.0,951.8006129584787,6.0,1.0,951.8006129584787,20.0,2295459.2865300124,0.0 
 01/01  13:00:00,9.600000000000002,1.0,926.3979173590676,0.0,0.0,70.6686357813885,16.200000000000004,1.0,204.65765628609533,0.0,0.0,70.6686357813885,48.0,1.0,456.3795957600951,6.0,1.0,926.3979173590676,6.0,1.0,926.3979173590676,20.0,1984458.8671823508,0.0 
 01/01  14:00:00,9.600000000000002,1.0,831.1165547845192,0.0,0.0,49.90819747636143,16.200000000000004,1.0,391.23893443145007,0.0,0.0,49.90819747636143,48.0,1.0,378.6222976521789,6.0,1.0,831.1165547845192,6.0,1.0,831.1165547845192,20.0,1780425.758560258,0.0 
 01/01  15:00:00,9.600000000000002,1.0,643.0729778599909,0.0,0.0,27.82905689339292,16.200000000000004,1.0,489.2005116043913,0.0,0.0,27.82905689339292,48.0,1.0,246.3125574545871,6.0,1.0,643.0729778599909,6.0,1.0,643.0729778599909,20.0,1654677.5038552006,0.0 
 01/01  16:00:00,9.600000000000002,1.0,390.81811274778456,0.0,0.0,12.540144485157799,16.200000000000004,1.0,433.6234424380048,0.0,0.0,12.540144485157799,48.0,1.0,103.15812776007532,6.0,1.0,390.81811274778456,6.0,1.0,390.81811274778456,20.0,1760597.9554254199,0.0 
 01/01  17:00:00,4.800000000000001,0.5,58.40460647557919,0.0,0.0,4.365064676294259,8.100000000000002,0.5,84.55450249589438,0.0,0.0,4.365064676294259,24.0,0.5,10.185882741086554,3.0,0.5,58.40460647557919,3.0,0.5,58.40460647557919,20.0,2165801.610473482,0.0 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2697246.0498476156,0.0 
 01/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,3178953.8626568599,0.0 
 01/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3735821.9682162359,0.0 
 01/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4077480.4506367186,0.0 
 01/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,4294146.129950788,0.0 
 01/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4517812.698231443,0.0 
 01/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4829813.746451683,0.0 
 01/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5402864.5728990859,0.0 
 01/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5871978.452494744,0.0 
 01/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6311379.063526681,0.0 
 01/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6683049.487639563,0.0 
 01/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6954596.968311233,0.0 
 01/02  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7238224.210222864,0.0 
 01/02  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7510869.531530434,0.0 
 01/02  08:00:00,7.200000000000001,0.75,3.6967097265164376,0.0,0.0,3.3726307274917048,0.0,0.0,3.3726307274917048,12.150000000000003,0.75,3.829830057031921,36.0,0.75,6.608246470101442,4.5,0.75,3.6967097265164376,4.5,0.75,3.6967097265164376,20.0,7698805.622132476,0.0 
 01/02  09:00:00,9.600000000000002,1.0,16.80040770075611,0.0,0.0,14.785904403523654,0.0,0.0,14.785904403523654,16.200000000000004,1.0,16.92079151725587,48.0,1.0,29.08783526432979,6.0,1.0,16.80040770075611,6.0,1.0,16.80040770075611,20.0,7795140.411240967,0.0 
 01/02  10:00:00,9.600000000000002,1.0,28.480993463903159,0.0,0.0,25.435861081416264,0.0,0.0,25.435861081416264,16.200000000000004,1.0,27.57834168876662,48.0,1.0,49.94112909948026,6.0,1.0,28.480993463903159,6.0,1.0,28.480993463903159,20.0,7864426.078719936,0.0 
 01/02  11:00:00,9.600000000000002,1.0,36.79928720964243,0.0,0.0,33.41140331419004,0.0,0.0,33.41140331419004,16.200000000000004,1.0,34.753558686043607,48.0,1.0,65.31489918499227,6.0,1.0,36.79928720964243,6.0,1.0,36.79928720964243,20.0,7864839.363601473,0.0 
 01/02  12:00:00,9.600000000000002,1.0,41.09207633281337,0.0,0.0,37.556505001200509,0.0,0.0,37.556505001200509,16.200000000000004,1.0,37.968327883744979,48.0,1.0,73.24241099810065,6.0,1.0,41.09207633281337,6.0,1.0,41.09207633281337,20.0,7951515.202563414,0.0 
 01/02  13:00:00,9.600000000000002,1.0,40.4810170491341,0.0,0.0,36.95679200635735,16.200000000000004,1.0,37.503366661997898,0.0,0.0,36.95679200635735,48.0,1.0,72.10377341080339,6.0,1.0,40.4810170491341,6.0,1.0,40.4810170491341,20.0,8212639.681936361,0.0 
 01/02  14:00:00,9.600000000000002,1.0,35.106042407617369,0.0,0.0,31.751424147839715,16.200000000000004,1.0,33.2191481821407,0.0,0.0,31.751424147839715,48.0,1.0,62.14991580213761,6.0,1.0,35.106042407617369,6.0,1.0,35.106042407617369,20.0,8398937.905479564,0.0 
 01/02  15:00:00,9.600000000000002,1.0,25.892695240475847,0.0,0.0,22.991498656203679,16.200000000000004,1.0,25.162845795856314,0.0,0.0,22.991498656203679,48.0,1.0,45.21952162125167,6.0,1.0,25.892695240475847,6.0,1.0,25.892695240475847,20.0,8485982.018303546,0.0 
 01/02  16:00:00,9.600000000000002,1.0,13.669629741377113,0.0,0.0,11.90837822592866,16.200000000000004,1.0,13.874210787721602,0.0,0.0,11.90837822592866,48.0,1.0,23.474428876854608,6.0,1.0,13.669629741377113,6.0,1.0,13.669629741377113,20.0,8580086.75222534,0.0 
 01/02  17:00:00,4.800000000000001,0.5,1.8745601728074593,0.0,0.0,1.5280669908331955,8.100000000000002,0.5,2.046755563473768,0.0,0.0,1.5280669908331955,24.0,0.5,2.97198948942724,3.0,0.5,1.8745601728074593,3.0,0.5,1.8745601728074593,20.0,8791910.438067507,0.0 
 01/02  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9061108.467101692,0.0 
 01/02  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,9230559.577120617,0.0 
 01/02  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9302853.415461066,0.0 
 01/02  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9361259.457366486,0.0 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9438155.179224965,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9553748.472003369,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9640095.085062687,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9717515.688861538,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9749847.591036478,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9666944.488867632,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9561133.657315758,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9628340.220152373,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9817266.656950295,0.0 
 01/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10011273.696244719,0.0 
 01/03  08:00:00,7.200000000000001,0.75,20.292317857601835,0.0,0.0,9.586076850131973,0.0,0.0,9.586076850131973,12.150000000000003,0.75,24.74830926824619,36.0,0.75,18.877538392859046,4.5,0.75,20.292317857601835,4.5,0.75,20.292317857601835,20.0,10026345.272633017,0.0 
 01/03  09:00:00,9.600000000000002,1.0,82.53380387023391,0.0,0.0,40.11582076466563,0.0,0.0,40.11582076466563,16.200000000000004,1.0,86.5222742545869,48.0,1.0,82.26052208373814,6.0,1.0,82.53380387023391,6.0,1.0,82.53380387023391,20.0,9972646.721990757,0.0 
 01/03  10:00:00,9.600000000000002,1.0,72.35569243507894,0.0,0.0,54.75871108341754,0.0,0.0,54.75871108341754,16.200000000000004,1.0,67.39801910618189,48.0,1.0,110.08945032493704,6.0,1.0,72.35569243507894,6.0,1.0,72.35569243507894,20.0,10054003.719064247,0.0 
 01/03  11:00:00,9.600000000000002,1.0,272.26082958672319,0.0,0.0,71.55567526082106,0.0,0.0,71.55567526082106,16.200000000000004,1.0,136.61007760903636,48.0,1.0,196.67069949197259,6.0,1.0,272.26082958672319,6.0,1.0,272.26082958672319,20.0,10045336.113282416,0.0 
 01/03  12:00:00,9.600000000000002,1.0,890.6258185187188,0.0,0.0,82.55830872203642,0.0,0.0,82.55830872203642,16.200000000000004,1.0,175.0426958281629,48.0,1.0,450.83086234364199,6.0,1.0,890.6258185187188,6.0,1.0,890.6258185187188,20.0,9571915.564447126,0.0 
 01/03  13:00:00,9.600000000000002,1.0,829.9386822853122,0.0,0.0,73.88574847200649,16.200000000000004,1.0,184.86827179396654,0.0,0.0,73.88574847200649,48.0,1.0,416.4407640462932,6.0,1.0,829.9386822853122,6.0,1.0,829.9386822853122,20.0,9095669.097377684,0.0 
 01/03  14:00:00,9.600000000000002,1.0,562.9416234547352,0.0,0.0,72.55551730737793,16.200000000000004,1.0,283.93215373781296,0.0,0.0,72.55551730737793,48.0,1.0,282.88009593912809,6.0,1.0,562.9416234547352,6.0,1.0,562.9416234547352,20.000000000000005,8992078.536750164,0.0 
 01/03  15:00:00,9.600000000000002,1.0,481.11363731468267,0.0,0.0,51.34371771446463,16.200000000000004,1.0,375.7833415043359,0.0,0.0,51.34371771446463,48.0,1.0,202.93894178919045,6.0,1.0,481.11363731468267,6.0,1.0,481.11363731468267,20.0,9025575.809459165,0.0 
 01/03  16:00:00,9.600000000000002,1.0,356.07200040454878,0.0,0.0,17.683204751513825,16.200000000000004,1.0,394.6094592777861,0.0,0.0,17.683204751513825,48.0,1.0,99.28490947767325,6.0,1.0,356.07200040454878,6.0,1.0,356.07200040454878,20.0,9163169.152156955,0.0 
 01/03  17:00:00,4.800000000000001,0.5,49.86594755004798,0.0,0.0,4.675862374126925,8.100000000000002,0.5,71.28717852277313,0.0,0.0,4.675862374126925,24.0,0.5,10.414197879736877,3.0,0.5,49.86594755004798,3.0,0.5,49.86594755004798,20.0,9592142.906836007,0.0 
 01/03  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,9869861.156382509,0.0 
 01/03  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10046981.406278115,0.0 
 01/03  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10209682.6204322,0.0 
 01/03  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,10297299.086395322,0.0 
 01/03  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10260773.804588182,0.0 
 01/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10222849.393751193,0.0 
 01/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10249167.416959137,0.0 
 01/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10412477.108918675,0.0 
 01/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10731586.473435309,0.0 
 01/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10901910.645365065,0.0 
 01/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10931158.542165306,0.0 
 01/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11022934.885673002,0.0 
 01/04  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11026050.026771006,0.0 
 01/04  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11006533.688086985,0.0 
 01/04  08:00:00,7.200000000000001,0.75,92.02165089104031,0.0,0.0,16.541575491151695,0.0,0.0,16.541575491151695,12.150000000000003,0.75,125.48369511035179,36.0,0.75,37.00789750996567,4.5,0.75,92.02165089104031,4.5,0.75,92.02165089104031,20.0,10903951.710842085,0.0 
 01/04  09:00:00,9.600000000000002,1.0,404.3317388382838,0.0,0.0,61.88265042735531,0.0,0.0,61.88265042735531,16.200000000000004,1.0,429.33766860404918,48.0,1.0,174.3975722637893,6.0,1.0,404.3317388382838,6.0,1.0,404.3317388382838,20.0,10432723.141604437,0.0 
 01/04  10:00:00,9.600000000000002,1.0,648.676594090629,0.0,0.0,83.56372275046853,0.0,0.0,83.56372275046853,16.200000000000004,1.0,480.1885992532202,48.0,1.0,307.24024393000186,6.0,1.0,648.676594090629,6.0,1.0,648.676594090629,20.0,9877659.436611226,0.0 
 01/04  11:00:00,9.600000000000002,1.0,948.3679566107442,0.0,0.0,93.63521980408192,0.0,0.0,93.63521980408192,16.200000000000004,1.0,435.16633294611679,48.0,1.0,463.06207623399868,6.0,1.0,948.3679566107442,6.0,1.0,948.3679566107442,20.0,9031231.948302718,0.0 
 01/04  12:00:00,9.600000000000002,1.0,985.3457281486706,0.0,0.0,90.10639829332379,0.0,0.0,90.10639829332379,16.200000000000004,1.0,198.61439708833246,48.0,1.0,500.82791858631938,6.0,1.0,985.3457281486706,6.0,1.0,985.3457281486706,20.0,8324088.900045537,0.0 
 01/04  13:00:00,9.600000000000002,1.0,948.4090034121108,0.0,0.0,74.17652310713419,16.200000000000004,1.0,205.82794709647403,0.0,0.0,74.17652310713419,48.0,1.0,473.28712810226957,6.0,1.0,948.4090034121108,6.0,1.0,948.4090034121108,20.0,7987817.378894484,0.0 
 01/04  14:00:00,9.600000000000002,1.0,838.4742585330191,0.0,0.0,50.50840768335793,16.200000000000004,1.0,391.2815180423432,0.0,0.0,50.50840768335793,48.0,1.0,387.3220263914632,6.0,1.0,838.4742585330191,6.0,1.0,838.4742585330191,20.0,7613634.994647836,0.0 
 01/04  15:00:00,9.600000000000002,1.0,659.5776482607832,0.0,0.0,27.161708788573397,16.200000000000004,1.0,498.8819209823223,0.0,0.0,27.161708788573397,48.0,1.0,257.15523764192059,6.0,1.0,659.5776482607832,6.0,1.0,659.5776482607832,20.0,7281565.706573771,0.0 
 01/04  16:00:00,9.600000000000002,1.0,401.166555084321,0.0,0.0,12.709308784921172,16.200000000000004,1.0,444.3368192236351,0.0,0.0,12.709308784921172,48.0,1.0,109.4161449811932,6.0,1.0,401.166555084321,6.0,1.0,401.166555084321,20.0,7458905.336007936,0.0 
 01/04  17:00:00,4.800000000000001,0.5,65.92501173978853,0.0,0.0,4.382813768233735,8.100000000000002,0.5,96.06908473190146,0.0,0.0,4.382813768233735,24.0,0.5,10.771555035190908,3.0,0.5,65.92501173978853,3.0,0.5,65.92501173978853,20.0,8179159.704641353,0.0 
 01/04  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999999999999998,8919808.398868666,0.0 
 01/04  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9504268.86068305,0.0 
 01/04  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9739180.305072548,0.0 
 01/04  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000005,9867636.198918544,0.0 
 01/04  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9995767.366044343,0.0 
 01/04  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9906294.61560843,0.0 
 01/04  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9734319.041780778,0.0 
 01/05  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9726850.963896724,0.0 
